Time,UNETOT_FR,UNEO25_FR,UNEU25_FR,REER42_FR,LTIRT_FR,IPMN_FR,IPCAG_FR,IPCOG_FR,IPDCOG_FR,IPNDCOG_FR,IPING_FR,IPNRG_FR,TRNMN_FR,TRNCAG_FR,TRNCOG_FR,TRNDCOG_FR,TRNNDCOG_FR,TRNING_FR,TRNNRG_FR,PPICAG_FR,PPICOG_FR,PPINDCOG_FR,PPIDCOG_FR,PPIING_FR,PPINRG_FR,HICPOV_FR,HICPNEF_FR,HICPG_FR,HICPIN_FR,HICPSV_FR,HICPNG_FR,SHIX_FR,UNETOT_DE,UNEO25_DE,UNEU25_DE,REER42_DE,LTIRT_DE,IPMN_DE,IPCAG_DE,IPCOG_DE,IPDCOG_DE,IPNDCOG_DE,IPING_DE,IPNRG_DE,TRNMN_DE,TRNCAG_DE,TRNCOG_DE,TRNDCOG_DE,TRNNDCOG_DE,TRNING_DE,TRNNRG_DE,PPICAG_DE,PPICOG_DE,PPINDCOG_DE,PPIDCOG_DE,PPIING_DE,PPINRG_DE,HICPOV_DE,HICPNEF_DE,HICPG_DE,HICPIN_DE,HICPSV_DE,HICPNG_DE,SHIX_DE
2000-02-01,9.6,8.6,18.0,-1.0627199999999988,-0.040000000000000036,0.004510607557349999,0.0,-0.0010621349909829547,0.009983443984182827,-0.0021691982475458005,0.01136375865031436,-0.009615458699442136,-0.0014524330803151742,-0.02751802889389232,-0.0016194335523032066,0.01727158650866123,-0.003322262191978176,-0.0039973404326199,0.2204910298650784,-0.0009840416206824167,0.005439491158406206,0.006137332771609657,-0.015887622580451767,0.0008411850470668639,0.04150761507756948,0.0004779818750585937,-0.0021206316600337165,0.0015304715252364332,0.0017863262705465613,-0.0009095501321778131,0.01918700388110233,0.07066259779481587,8.1,8.0,8.9,-1.2543099999999896,-0.03000000000000025,0.022614029001160496,0.01716213740238537,0.02689780231989758,0.025455919993349063,0.025628143572397732,0.023196916415152202,-0.004120318973019899,0.026215842130893563,0.0,0.05142860323018983,0.029960299595874318,0.05493678654246015,0.03215711163453161,0.1154209626836673,0.0027940611693353596,-0.0003275102413991143,-0.0007674666648053172,-0.0022354429769703924,-0.000633141815793877,-0.00483923830549822,0.0005301233711211969,-0.0003531943621935075,-5.113094280362729e-05,-0.00038919932278980786,0.00040023810182157355,0.004611509334430628,0.0976160490481961
2000-03-01,9.5,8.5,17.6,-0.6869599999999991,-0.1900000000000004,0.005386009429570571,0.0027560881019796923,0.004241787908362937,0.02291425952287618,0.0021691982475458005,0.009638628837769225,0.016291687598186222,0.017291497110061727,0.02322310461101118,0.00967749488206504,0.001140901435791264,0.009933856524290796,0.027651531330509904,-0.07013182377408178,-0.0023509158983889833,-0.0012472783657520026,-0.00016877117361513427,-0.00457559782440331,0.002113210477610039,-0.005891783572229414,0.001413368272920934,0.00242030223180123,0.0029085738930598737,0.00714093176365882,-0.0007035012869467394,0.007354970056283605,0.040152867527886826,8.1,8.0,8.9,-1.4494300000000067,-0.17999999999999972,0.003719781102532238,0.009120584396808518,0.0021208915691381947,-0.030070602848021544,0.008762378078986721,-0.002551021791604491,-0.004137366265961617,0.01210302217124326,0.02912827292302378,-0.009038150615062968,0.002358491659292916,-0.014445425187722627,0.00473560474583401,-0.02093840718517015,0.00011739214047690183,-0.002976117662145228,-0.0012801306557053138,-0.0022456738653744424,-0.0009914166374711542,0.00036939861539941887,0.001758538995423109,0.001206956451361485,0.0015863100671991148,0.0049833010449713555,0.0022768457676143328,0.02267516999887942,0.04962288444523644
2000-04-01,9.4,8.5,17.3,-0.9695899999999966,-0.09999999999999964,0.0053571556692419975,0.007312646846286519,0.0010576415581358134,-0.004866189651173691,0.00216450300957316,0.006374523577435731,0.0075757938084572984,0.007117467768863683,0.0014336920018482857,0.01117330059812538,0.020316725902672417,0.009836144876713249,0.0,0.07938502925456525,-0.0002977672359065764,0.002332693526175156,0.00300263306508608,0.00025427615216155885,-0.0006377621460975647,-0.005881693579851799,-0.0021467741964888987,-0.002324007702509512,-0.0020000387241836393,-0.006228646825176654,-0.0020757531838748733,-0.018523447771228163,-0.035612666711430485,8.0,7.9,8.9,-0.9575699999999898,-0.11000000000000032,0.01107703633890722,0.021809716294550086,0.02096512846504428,0.05489457257674779,0.009766762389713968,0.0012763243596047857,-0.011676529661835744,0.0015026298845350894,0.0,0.01926841886587738,0.01287320293620553,0.019646997383795828,0.0031446566794715025,-0.08242210780598924,0.0005136559903844429,0.0022756782814008503,0.0011044198191862975,0.0008799278871611804,0.0036414040346262055,0.012717279820654515,0.0003830727147233759,0.003476673128196772,-0.003230523771984295,-0.0050503908205996595,0.004331223429280939,-0.031635984251186855,-0.07554545325508855
2000-05-01,9.3,8.4,17.0,-0.867360000000005,0.16999999999999993,0.01677743547751298,0.014466798417753779,0.022989518224698635,0.03121501934792459,0.021391189981317282,0.014978600893132743,-0.020010196006885472,0.004246290881450676,0.024063439931635067,0.004750602758598177,0.012215587768124259,0.006504087969176453,0.0,-0.100984141058027,-0.0015238734864126968,0.0007568800238662021,0.0009498645718997167,-0.0026293521928861807,-0.0015521089788608222,0.0174836269712082,0.0011959379584602914,0.001165573981058543,0.00047475986665634906,0.0031586993080390258,0.002083011291747816,0.015069582702629702,0.019141663938904152,8.0,7.9,8.8,-1.537060000000011,0.16000000000000014,0.024184975629472305,0.018856624088882334,0.020534602441707683,0.02507697338176129,0.019251931499321806,0.030153038170687374,-0.010118130165584382,0.026668247082161756,0.03909802129373219,0.006341175338447691,0.02412523668862665,0.0038835000263981456,0.021739986636406528,0.04779066383634856,0.0011822382741080162,0.00104256937005065,0.0023222863361223034,-0.0013216608033843613,-0.0012649052978686015,0.004547554699410483,-0.003090244752265825,-0.005393826628099063,0.00261449924073176,0.003733426547944063,-0.008200935756092598,0.022672158966045686,-0.023004576680713207
2000-06-01,9.2,8.3,16.8,1.6758800000000065,-0.17999999999999972,-0.014998075577435266,-0.011738283764549884,-0.012474174225175716,-0.01748852203435103,-0.011708489264900201,-0.02055408327743624,0.005758173299684088,0.009838449000287852,-0.0042046312820316345,0.012559034776493228,-0.013333530869465093,0.01288262583101396,0.009049835519917337,0.09173093557754353,0.0005471591230064021,0.0014077696316956434,0.0023478952589801594,-0.003135964135199565,-0.002057910546995778,-0.0039772222558882575,0.002875913624499127,0.0018075703610973548,0.004147969768921733,0.005394226076889552,0.0010735102341650204,0.0129074087098493,0.027869053802652033,8.0,7.9,8.8,2.1899500000000103,-0.1899999999999995,-0.022961733886727842,-0.02267099616435342,-0.02677811908139205,-0.07627809762315696,-0.0085106896679088,-0.03142936253029216,-0.005949868806235159,0.008733679968754515,0.0076394565579578355,0.002525253867194266,-0.039356931284125096,0.01283714676068115,0.007651146735519809,0.02353049741019486,-0.0015365795773512048,-0.0003274563563504529,-0.0012934680850840152,0.0029784658322862256,-0.001421691810782555,-0.003586740161100721,0.007973441385701108,0.004320207490445149,0.005458483262046343,0.006999156148785879,0.005087568846933621,0.025091524685127986,-0.0007674423481764947
2000-07-01,9.1,8.2,16.7,-0.687730000000002,0.08000000000000007,0.009730284642576414,0.004531045359600583,0.018653390591133245,0.022989518224698635,0.01803762431654743,0.009539023046759354,0.019896440326878206,0.020761991448429384,0.01947210341282002,0.017015105005983244,0.028667894869571775,0.015873349156289684,0.022901764286684667,0.03394581807085473,0.006604567574625797,0.00812590108675515,0.006557570158550519,0.00777732666585873,0.010360726149669652,0.0027755252723413726,0.0070440936256783715,0.006685763297793024,0.007201815989417604,0.00558758226045164,0.00722141486961192,0.002830899183043911,-0.0022260600681676124,7.9,7.8,8.7,-0.11845000000000994,0.07999999999999918,0.016970104218461124,0.02640002472422065,0.0010432969125773184,0.041522210141560656,-0.009661910911737515,0.02522201795595791,0.04988565451086835,0.001448226176364642,0.0,-0.012690525644044826,0.025642430613337375,-0.019318050844764123,0.012121360532344916,0.026619286275277432,0.010169940741132422,0.010624142889012589,0.009916783782520255,0.007504755790445294,0.009515729635513281,0.02130433928161768,0.005587462353508599,0.00844168118967481,0.006800115309803623,0.004309558775068112,0.009761658606819879,-0.011638539224635203,-0.011712929076602485
2000-08-01,9.0,8.1,16.5,-1.2998500000000064,-0.040000000000000036,-0.01240051319845481,-0.02193872267585295,-0.021796399988332382,-0.03427996074039097,-0.020181247859798468,0.0015810279973189623,0.01026607243059896,-0.009635311983672068,-0.006910877539846538,-0.015456258236691944,-0.019759149980462354,-0.014274627792593364,-0.0075757938084572984,0.003843694674563025,-0.003547187452019429,-0.010339244581669682,-0.01003819467842959,-0.005274270967432493,-0.00916687235855207,-0.006904672568834869,-0.007945842968441141,-0.007308644211259541,-0.007988123017117488,-0.00949512371987371,-0.008341035469934255,-0.019077020331332406,0.011377635284198107,7.9,7.8,8.6,-1.993859999999998,-0.05999999999999961,0.008378265645998084,0.006184311608784299,0.01654639611440878,0.016659745241175195,0.017112717067602645,0.007444203111730552,-0.01224005489450164,0.015793580258141482,0.019593693900400666,0.006365393867075575,-0.005770356461336057,0.009061550677574637,0.020865138463960875,0.058063800954760936,-0.01070053666159243,-0.01117296297618875,-0.011749359393731673,-0.008248459655186835,-0.007646447711793236,-0.01533908983383725,-0.010104694768966915,-0.00987763112671125,-0.012025319205599239,-0.011291385334793347,-0.010938812774627493,-0.01724965020928071,-0.004173211056619053
2000-09-01,8.9,8.0,16.3,-0.9825000000000017,0.05999999999999961,0.00798939003347865,0.01194318284417406,0.015617183622374853,-0.028796724488949543,0.020181247859798468,0.0007895776170174784,-0.028250466285851594,0.009635311983672068,0.006910877539846538,0.015456258236691944,0.023014714440228623,0.015848192240023984,0.006317140401261412,0.01899993824490398,0.001702342088315767,0.0022382054405412077,0.0018965104659747212,0.0029800637042729505,0.001433366111087686,0.022953101111313767,0.0016358304989179118,-0.00014701660224503144,0.0021895723840001935,0.005074474253262906,0.0008489027989257991,0.02565461650816303,1.4289822609647729e-05,7.9,7.8,8.5,-1.455600000000004,0.04999999999999982,0.002380953505741523,0.008594282487334404,-0.0020533888118423604,-0.02286819090365899,-0.0010610080570945257,-0.0012368585373963015,-0.008244069775082075,-0.0014255169912216203,-0.0029895388483653917,0.0012682309879954445,-0.011641575015485905,0.0012878301844283513,-0.007401958295667477,-0.009446184452050588,0.0012804476980887713,9.018656851633722e-05,0.002501014664961332,0.00039363540581760503,-0.0002481956775852723,0.00879778094685335,0.0032130537165402373,0.0007162698611820062,0.006750634497198149,0.007362976968360968,0.00138859736249497,0.032630586467711886,-0.020180604475315
2000-10-01,8.8,8.0,16.2,-0.9123299999999972,-0.05999999999999961,0.010554187678690319,0.01720277823662819,0.007205383721269776,0.021470684396876827,0.005243850506011505,0.007078283583595635,0.015166167471410752,0.004101167744214429,-0.006910877539846538,0.0015325673497779135,-0.003255564459766269,0.0015710922320408827,0.011271252699625478,0.01987643075759582,-0.0028349811435175454,-0.0009356291450561827,-0.00033431388400106954,-0.00016422722607689622,0.0032610792463181326,-0.006089487977096297,-0.0035840363295944755,-0.00019651657175501214,-0.00565150011886395,-0.008699666487905766,-0.000807018891852529,-0.03772482727364235,-0.06124552427116914,7.8,7.7,8.4,-0.9880599999999902,-0.04999999999999982,-0.004767589483472889,-0.006131227054936517,-0.006185586732710746,0.0017777782459988956,-0.006389798098770605,0.0,0.0016542600960267606,0.0028490047760749704,-0.0014981276210219718,0.010088357944340487,0.013953714773864867,0.01024336741476084,0.00592594326754714,-0.0043233962717064145,-0.0004795967874109408,0.0019249092312394467,0.00048281380047843214,-0.0008104976759568672,-0.0007587843160079544,0.0062360799700287295,-0.0024145712717702494,0.0004121932337870504,-0.006600389740090584,-0.006625972009135062,0.001628483593702157,-0.030160096188781793,-0.054547642030790655
2000-11-01,8.8,7.9,16.0,0.4393000000000029,-0.07000000000000028,0.0,0.01602883827589885,-0.0103093696588612,0.008946785989806472,-0.011572985557658733,-0.007078283583595635,-0.008502649240639926,0.0027247973261852465,0.019231361927887214,-0.004604766386748338,-0.0010875476873994927,-0.00629923342798655,-0.0037429862788345147,-0.004932192489318865,5.091705939364033e-05,0.003759482228936406,0.003436818416797216,-0.00209430107109565,-0.0056315094345844585,-0.008387635990691589,0.003981101222656491,0.000860400446631715,0.006342544990047827,0.008146107263007352,0.0009860980007614373,0.031153588078384864,0.0015123844756050886,7.8,7.7,8.3,0.0974599999999981,-0.05999999999999961,0.008328424106482046,0.004907985312192054,0.002066116437472232,-0.014311514393256175,0.006389798098770605,0.01107703633890722,-0.013311344638239575,0.005673774085908079,0.004487666469387364,0.0037570488777118882,0.006904515346544571,0.002544530634994935,0.0029498546464212794,0.015477523068913257,0.0009496338972221352,-0.0001224524187133369,0.0006353731280182018,-0.0004833151297578553,-0.001790812402578723,-0.013100582664991922,0.002000954219648854,-0.0004651015514465229,0.0055570246973468684,0.0043296839063593495,-0.0016794935849979709,0.017509000775225658,-0.009407327654426645
