date,sent_fr,sent_de,sentiment_diff,sent_fr_ma7,sent_de_ma7,diff_ma7
2024-01-01,0.0,0.0,0.0,,,
2024-01-02,0.0,0.0,0.0,,,
2024-01-03,-0.165925,0.0,-0.165925,,,
2024-01-04,-0.33185,-0.3182333333333333,-0.013616666666666666,,,
2024-01-05,-0.4713,0.31453333333333333,-0.7858333333333334,,,
2024-01-06,-0.353475,0.0,-0.353475,,,
2024-01-07,-0.23565,0.0,-0.23565,-0.2226,-0.0005285714285714259,-0.22207142857142856
2024-01-08,-0.11782500000000001,-0.31246666666666667,0.19464166666666666,-0.23943214285714284,-0.04516666666666667,-0.1942654761904762
2024-01-09,0.0,-0.4338,0.4338,-0.23943214285714284,-0.10713809523809524,-0.13229404761904764
2024-01-10,0.0,0.0,0.0,-0.21572857142857144,-0.10713809523809524,-0.10859047619047621
2024-01-11,0.0,0.3737333333333333,-0.3737333333333333,-0.16832142857142854,-0.008285714285714294,-0.16003571428571428
2024-01-12,-0.28668,0.14762222222222224,-0.43430222222222226,-0.14194714285714286,-0.03213015873015874,-0.10981698412698414
2024-01-13,0.0,-0.07848888888888883,0.07848888888888883,-0.09145071428571429,-0.04334285714285714,-0.048107857142857154
2024-01-14,-0.14906666666666665,-0.3046,0.15553333333333333,-0.07908166666666668,-0.08685714285714285,0.007775476190476178
2024-01-15,-0.2981333333333333,-0.48860000000000003,0.19046666666666673,-0.10483999999999997,-0.11201904761904762,0.007179047619047617
2024-01-16,-0.4472,0.5259333333333333,-0.9731333333333332,-0.16872571428571428,0.025085714285714274,-0.19381142857142855
2024-01-17,0.011349999999999999,0.16428333333333328,-0.15293333333333328,-0.1671042857142857,0.048554761904761885,-0.2156590476190476
2024-01-18,0.0,-0.19736666666666666,0.19736666666666666,-0.1671042857142857,-0.0330309523809524,-0.13407333333333332
2024-01-19,0.3502,-0.2991583333333333,0.6493583333333333,-0.07612142857142856,-0.09685674603174606,0.020735317460317475
2024-01-20,0.23346666666666666,-0.40095,0.6344166666666666,-0.04276904761904761,-0.14292261904761908,0.10015357142857144
2024-01-21,0.11673333333333333,-0.48425,0.6009833333333333,-0.004797619047619043,-0.1685869047619048,0.16378928571428572
2024-01-22,0.0,0.0,0.0,0.03779285714285714,-0.09878690476190477,0.1365797619047619
2024-01-23,0.49156666666666665,0.0,0.49156666666666665,0.17190238095238095,-0.1739202380952381,0.345822619047619
2024-01-24,0.0,0.0,0.0,0.17028095238095237,-0.19738928571428568,0.3676702380952381
2024-01-25,0.0,0.27458333333333335,-0.27458333333333335,0.17028095238095237,-0.12996785714285713,0.3002488095238095
2024-01-26,0.0,-0.4562166666666667,0.4562166666666667,0.12025238095238093,-0.1524047619047619,0.2726571428571428
2024-01-27,0.0,0.0,0.0,0.08689999999999998,-0.0951261904761905,0.18202619047619045
2024-01-28,0.0,0.0,0.0,0.07022380952380952,-0.02594761904761906,0.09617142857142856
2024-01-29,0.0,-0.049695,0.049695,0.07022380952380951,-0.03304690476190477,0.10327071428571429
2024-01-30,0.0,-0.09939,0.09939,0.0,-0.047245476190476206,0.047245476190476185
2024-01-31,0.9205,-0.2703666666666667,1.1908666666666667,0.1315,-0.08586928571428573,0.2173692857142857
2024-02-01,-0.24536666666666665,0.0,-0.24536666666666665,0.09644761904761905,-0.1250954761904762,0.22154309523809523
2024-02-02,-0.17350000000000002,0.0,-0.17350000000000002,0.07166190476190477,-0.059921666666666686,0.1315835714285714
2024-02-03,-0.5007,0.0,-0.5007,0.00013333333333331865,-0.059921666666666686,0.060055000000000004
2024-02-04,-0.25035,-0.24735,-0.0030000000000000304,-0.035630952380952395,-0.09525738095238097,0.05962642857142856
2024-02-05,0.0,-0.40453333333333336,0.40453333333333336,-0.035630952380952395,-0.14594857142857146,0.11031761904761904
2024-02-06,0.0,-0.08701666666666669,0.08701666666666669,-0.035630952380952395,-0.14418095238095238,0.10855000000000001
2024-02-07,0.0,0.2305,-0.2305,-0.16713095238095238,-0.07262857142857146,-0.09450238095238096
2024-02-08,0.0,-0.24842857142857142,0.24842857142857142,-0.13207857142857146,-0.1081183673469388,-0.023960204081632668
2024-02-09,0.0,-0.04579999999999999,0.04579999999999999,-0.10729285714285718,-0.11466122448979595,0.007368367346938763
2024-02-10,-0.3202333333333333,0.0,-0.3202333333333333,-0.08151190476190477,-0.11466122448979592,0.033149319727891154
2024-02-11,-0.6404666666666666,0.0,-0.6404666666666666,-0.13724285714285714,-0.07932551020408164,-0.057917346938775496
2024-02-12,-0.9607,0.20909999999999998,-1.1698,-0.2744857142857143,0.008336394557823115,-0.28282210884353737
2024-02-13,-0.48034999999999994,0.062299999999999994,-0.54265,-0.34310714285714283,0.029667346938775496,-0.3727744897959183
2024-02-14,0.0,-0.02526428571428571,0.02526428571428571,-0.34310714285714283,-0.00687040816326532,-0.33623673469387755
2024-02-15,-0.1980625,-0.11282857142857143,-0.08523392857142857,-0.37140178571428567,0.01250102040816325,-0.3839028061224489
2024-02-16,-0.396125,0.152325,-0.54845,-0.4279910714285714,0.040804591836734676,-0.46879566326530614
2024-02-17,-0.5941875,0.21586249999999998,-0.8100499999999999,-0.4671273809523809,0.07164209183673467,-0.5387694727891156
2024-02-18,-0.79225,0.2794,-1.07165,-0.4888107142857142,0.1115563775510204,-0.6003670918367346
2024-02-19,-0.546725,-0.1419,-0.404825,-0.42967142857142854,0.061413520408163245,-0.49108494897959176
2024-02-20,-0.3012,-0.22136666666666668,-0.07983333333333334,-0.4040785714285714,0.020889710884353725,-0.42496828231292516
2024-02-21,-0.3149,-0.2743333333333333,-0.040566666666666695,-0.44906428571428575,-0.014691581632653078,-0.43437270408163264
2024-02-22,0.0,-0.47136666666666666,0.47136666666666666,-0.4207696428571429,-0.06591130952380954,-0.35485833333333333
2024-02-23,0.0,-0.8762,0.8762,-0.3641803571428572,-0.2128434523809524,-0.15133690476190478
2024-02-24,0.0,0.211375,-0.211375,-0.2792964285714286,-0.21348452380952382,-0.06581190476190475
2024-02-25,0.0,0.0,0.0,-0.16611785714285718,-0.25339880952380955,0.08728095238095239
2024-02-26,0.0,0.0,0.0,-0.08801428571428573,-0.23312738095238097,0.14511309523809526
2024-02-27,-0.9624,0.43525,-1.39765,-0.18247142857142856,-0.139325,-0.04314642857142857
2024-02-28,-0.9491,-0.31295,-0.63615,-0.2730714285714286,-0.1448416666666667,-0.1282297619047619
2024-02-29,-0.9358,-0.20556666666666668,-0.7302333333333333,-0.4067571428571429,-0.10687023809523812,-0.29988690476190477
2024-03-01,0.7254,-0.10278333333333334,0.8281833333333334,-0.30312857142857147,0.003617857142857125,-0.30674642857142853
2024-03-02,0.48360000000000003,0.0,0.48360000000000003,-0.23404285714285716,-0.026578571428571448,-0.20746428571428568
2024-03-03,0.24180000000000007,0.0,0.24180000000000007,-0.19949999999999998,-0.026578571428571448,-0.1729214285714285
2024-03-04,0.0,-0.941,0.941,-0.19949999999999998,-0.16100714285714288,-0.038492857142857106
2024-03-05,0.1812,0.0,0.1812,-0.0361285714285714,-0.2231857142857143,0.1870571428571429
2024-03-06,0.255,0.29596666666666666,-0.04096666666666665,0.13588571428571433,-0.13619761904761907,0.2720833333333334
2024-03-07,0.3656,0.24773333333333333,0.11786666666666665,0.32180000000000003,-0.07144047619047622,0.39324047619047625
2024-03-08,0.0,0.0,0.0,0.2181714285714286,-0.056757142857142874,0.27492857142857147
2024-03-09,0.0,0.0,0.0,0.1490857142857143,-0.056757142857142874,0.20584285714285716
2024-03-10,0.0,0.0,0.0,0.11454285714285715,-0.056757142857142874,0.1713
2024-03-11,0.0,0.0,0.0,0.11454285714285715,0.07767142857142854,0.036871428571428604
2024-03-12,-0.131,-0.47605,0.34504999999999997,0.06994285714285715,0.009664285714285696,0.06027857142857145
2024-03-13,0.0,-0.238025,0.238025,0.033514285714285726,-0.06662023809523811,0.10013452380952383
2024-03-14,0.0,0.0,0.0,-0.0187142857142857,-0.1020107142857143,0.08329642857142859
2024-03-15,0.0,0.0,0.0,-0.0187142857142857,-0.1020107142857143,0.08329642857142859
2024-03-16,0.0,0.0,0.0,-0.0187142857142857,-0.1020107142857143,0.08329642857142859
2024-03-17,0.0,0.0,0.0,-0.0187142857142857,-0.1020107142857143,0.08329642857142859
2024-03-18,0.0,-0.50578,0.50578,-0.0187142857142857,-0.17426500000000003,0.1555507142857143
2024-03-19,-0.19599999999999998,-0.1971,0.0011000000000000176,-0.02799999999999998,-0.134415,0.10641500000000002
2024-03-20,-0.13066666666666665,-0.32248333333333334,0.1918166666666667,-0.04666666666666665,-0.14648047619047624,0.09981380952380957
2024-03-21,-0.06533333333333333,0.0,-0.06533333333333333,-0.05599999999999998,-0.14648047619047624,0.09048047619047624
2024-03-22,0.0,0.4207,-0.4207,-0.05599999999999998,-0.08638047619047622,0.03038047619047621
2024-03-23,0.0,-0.2388,0.2388,-0.05599999999999998,-0.12049476190476194,0.06449476190476193
2024-03-24,0.0,0.0,0.0,-0.05599999999999998,-0.12049476190476192,0.06449476190476193
2024-03-25,0.0,-0.46175,0.46175,-0.05599999999999998,-0.11420476190476193,0.05820476190476193
