date,sent_fr,sent_de,sentiment_diff,sent_fr_ma7,sent_de_ma7,diff_ma7
2025-01-01,0.0,0.0,0.0,,,
2025-01-02,-0.212075,-0.2592666666666667,0.04719166666666669,,,
2025-01-03,-0.15723333333333334,0.0,-0.15723333333333334,,,
2025-01-04,-0.9396,0.0,-0.9396,,,
2025-01-05,0.0,0.0,0.0,,,
2025-01-06,0.0,-0.0912625,0.0912625,,,
2025-01-07,-0.47295,-0.10908749999999999,-0.3638625,-0.25455119047619046,-0.0656595238095238,-0.18889166666666665
2025-01-08,-0.34406,0.6117,-0.9557599999999999,-0.303702619047619,0.02172619047619048,-0.3254288095238095
2025-01-09,-0.4535,0.4343,-0.8878,-0.33819190476190475,0.12080714285714286,-0.4589990476190476
2025-01-10,0.0,0.0,0.0,-0.31573,0.12080714285714286,-0.43653714285714285
2025-01-11,-0.22995,-0.232525,0.0025750000000000217,-0.21435142857142855,0.08758928571428572,-0.3019407142857143
2025-01-12,0.0,-0.46505,0.46505,-0.21435142857142855,0.021153571428571438,-0.235505
2025-01-13,-0.6691,-0.09435833333333338,-0.5747416666666667,-0.3099371428571428,0.020711309523809528,-0.33064845238095236
2025-01-14,-0.1667714285714286,0.2763333333333333,-0.4431047619047619,-0.2661973469387755,0.07577142857142857,-0.3419687755102041
2025-01-15,-0.35644,-0.33702941176470586,-0.019410588235294124,-0.2679659183673469,-0.05976134453781513,-0.2082045738295318
2025-01-16,0.28683333333333333,0.0,0.28683333333333333,-0.16220401360544215,-0.12180420168067228,-0.0403998119247699
2025-01-17,0.2264,0.13073333333333334,0.09566666666666665,-0.12986115646258503,-0.1031280112044818,-0.02673314525810324
2025-01-18,-0.07392500000000002,0.06536666666666667,-0.1392916666666667,-0.10757187074829933,-0.06057205882352941,-0.046999811924769916
2025-01-19,-0.37425,0.0,-0.37425,-0.16103615646258504,0.005863655462184871,-0.16689981192476994
2025-01-20,0.0,-0.7200500000000001,0.7200500000000001,-0.06545044217687075,-0.08352086834733895,0.018070426170468185
2025-01-21,-0.30033333333333334,-0.459,0.15866666666666668,-0.08453071428571428,-0.188568487394958,0.1040377731092437
2025-01-22,0.29686666666666667,-0.11654,0.4134066666666667,0.008798809523809523,-0.15707000000000002,0.16586880952380953
2025-01-23,-0.12635,-0.234675,0.108325,-0.05022738095238095,-0.19059500000000001,0.14036761904761905
2025-01-24,0.11676,-0.08279999999999998,0.19956,-0.0658902380952381,-0.2210997619047619,0.15520952380952382
2025-01-25,0.0,-0.05519999999999999,0.05519999999999999,-0.05532952380952381,-0.23832357142857144,0.18299404761904764
2025-01-26,-0.216525,-0.0276,-0.188925,-0.032797380952380946,-0.2422664285714286,0.20946904761904764
2025-01-27,-0.43305,0.0,-0.43305,-0.09466166666666666,-0.13940214285714286,0.0447404761904762
